Time (ms),Voltage (V),Current (A),Temperature (°C),Motor Speed (RPM),Hall Code,Estimated SOC (%),Ground Truth SOC (%),Residual (%),Fault Label
225900,3.62,2.94,36.5,1139,101,95.9,96.7,0.8,Normal
226000,3.64,1.72,22.1,1379,111,97.5,97.1,0.4,Normal
226100,3.64,4.56,24.8,1325,100,86.9,85.7,1.2,Warning
226200,3.72,2.84,36.5,1207,001,87.0,84.4,2.6,Warning
226300,3.49,3.84,33.0,1344,100,97.3,98.2,0.9,Normal
226400,3.67,4.93,42.7,1354,111,98.8,99.0,0.2,Normal
226500,3.72,1.2,30.3,1132,010,96.9,98.10000000000001,1.2,Warning
226600,3.42,1.39,38.5,1122,101,88.0,86.4,1.6,Warning
226700,3.63,3.88,20.7,1153,001,91.2,93.10000000000001,1.9,Warning
226800,3.55,2.13,22.9,1148,011,94.0,93.2,0.8,Normal
226900,3.59,1.74,34.5,1177,011,87.4,88.7,1.3,Warning
227000,3.63,1.16,21.3,1221,001,88.2,87.60000000000001,0.6,Normal
227100,3.55,1.09,29.0,1189,110,89.2,87.0,2.2,Warning
227200,3.53,4.1,35.8,1292,011,92.6,92.89999999999999,0.3,Normal
227300,3.6,1.54,32.5,1343,111,92.7,91.9,0.8,Normal
227400,3.49,2.87,30.1,1248,111,97.2,98.0,0.8,Normal
227500,3.49,3.42,27.8,1245,110,96.3,96.0,0.3,Normal
227600,3.67,2.71,31.0,1240,001,98.7,100.5,1.8,Warning
227700,3.49,1.11,32.9,1385,000,97.5,95.9,1.6,Warning
227800,3.67,4.13,26.7,1210,011,88.8,88.89999999999999,0.1,Normal
227900,3.65,1.04,31.9,1207,110,90.0,89.8,0.2,Normal
228000,3.43,4.05,35.4,1380,001,92.5,91.9,0.6,Normal
228100,3.53,4.57,28.9,1149,001,85.2,87.7,2.5,Warning
228200,3.72,2.73,30.3,1113,110,98.6,99.1,0.5,Normal
228300,3.5,3.14,32.4,1233,011,85.7,85.0,0.7,Normal
228400,3.55,2.91,32.8,1175,000,89.8,89.5,0.3,Normal
228500,3.65,2.56,34.4,1183,011,93.5,89.7,3.8,Fault
228600,3.68,4.55,24.9,1257,001,92.8,90.39999999999999,2.4,Warning
228700,3.57,4.58,27.4,1385,000,94.8,94.1,0.7,Normal
228800,3.54,2.34,27.5,1193,111,92.9,93.9,1.0,Normal
228900,3.74,3.46,25.5,1396,100,88.4,88.60000000000001,0.2,Normal
229000,3.77,4.71,21.0,1193,010,88.0,86.5,1.5,Warning
229100,3.7,4.85,13.7,1156,011,98.6,98.0,0.6,Normal
229200,3.61,3.04,36.0,1263,101,89.0,86.6,2.4,Warning
229300,3.52,2.81,22.2,1197,001,89.2,88.60000000000001,0.6,Normal
229400,3.52,2.11,37.8,1115,000,91.2,90.5,0.7,Normal
229500,3.65,4.84,33.7,1177,110,87.1,84.19999999999999,2.9,Warning
229600,3.64,1.57,28.0,1171,111,92.6,93.69999999999999,1.1,Warning
229700,3.74,3.32,33.1,1369,110,95.0,91.9,3.1,Fault
229800,3.67,2.13,32.1,1386,110,96.8,95.1,1.7,Warning
229900,3.45,2.12,24.5,1165,000,95.7,90.3,5.4,Fault
230000,3.71,2.62,29.9,1167,100,87.2,87.8,0.6,Normal
230100,3.5,5.0,25.1,1292,011,91.8,88.89999999999999,2.9,Warning
230200,3.56,1.22,33.3,1154,101,85.6,84.89999999999999,0.7,Normal
230300,3.63,3.31,26.4,1267,111,85.3,85.1,0.2,Normal
230400,3.8,1.33,29.5,1124,110,91.6,90.6,1.0,Normal
230500,3.91,1.62,29.3,1230,000,88.8,88.1,0.7,Normal
230600,3.66,2.76,30.6,1201,110,95.3,96.0,0.7,Normal
230700,3.58,3.04,38.3,1381,100,95.9,95.60000000000001,0.3,Normal
230800,3.65,2.04,28.8,1395,001,98.4,97.4,1.0,Normal
230900,3.69,2.27,36.1,1393,110,96.4,96.5,0.1,Normal
231000,3.57,1.35,32.4,1362,100,85.7,84.4,1.3,Warning
231100,3.78,2.21,37.1,1219,011,90.6,90.5,0.1,Normal
231200,3.62,4.87,28.3,1330,111,89.1,87.89999999999999,1.2,Warning
231300,3.65,4.78,33.5,1390,111,90.8,89.8,1.0,Normal
231400,3.67,2.34,29.7,1260,110,87.4,86.2,1.2,Warning
231500,3.64,3.28,15.1,1260,100,86.5,88.0,1.5,Warning
231600,3.68,4.64,24.6,1177,000,92.8,90.7,2.1,Warning
231700,3.54,1.02,32.9,1137,000,95.8,96.6,0.8,Normal
231800,3.54,4.24,32.6,1127,010,95.5,95.3,0.2,Normal
231900,3.49,4.79,23.5,1199,100,91.8,92.3,0.5,Normal
232000,3.64,1.37,31.1,1393,001,92.8,92.2,0.6,Normal
232100,3.68,1.65,32.5,1223,110,92.7,92.4,0.3,Normal
232200,3.65,4.84,29.8,1191,101,95.4,93.9,1.5,Warning
232300,3.77,3.15,33.6,1354,101,85.7,85.10000000000001,0.6,Normal
232400,3.6,1.06,33.0,1196,011,95.6,95.69999999999999,0.1,Normal
232500,3.67,2.03,29.8,1105,010,93.7,95.9,2.2,Warning
232600,3.49,2.8,27.4,1268,100,88.0,86.2,1.8,Warning
232700,3.56,3.77,35.2,1370,001,85.7,84.4,1.3,Warning
232800,3.67,3.93,32.3,1207,010,86.6,84.69999999999999,1.9,Warning
232900,3.68,4.98,23.1,1398,000,92.9,92.7,0.2,Normal
233000,3.57,2.15,31.1,1146,011,96.4,95.4,1.0,Normal
233100,3.59,3.15,24.2,1198,110,90.0,90.5,0.5,Normal
233200,3.45,3.13,25.2,1113,110,90.7,91.3,0.6,Normal
233300,3.56,2.62,26.7,1293,110,99.0,98.9,0.1,Normal
233400,3.69,1.68,30.2,1256,100,88.2,86.3,1.9,Warning
233500,3.66,4.91,31.9,1253,101,86.6,86.5,0.1,Normal
233600,3.65,4.41,28.0,1214,001,90.2,89.8,0.4,Normal
233700,3.6,2.99,28.2,1357,110,96.2,95.3,0.9,Normal
233800,3.6,3.41,27.5,1244,110,94.4,93.9,0.5,Normal
233900,3.53,1.91,35.2,1390,000,91.2,89.2,2.0,Warning
234000,3.67,3.18,15.7,1109,111,99.5,100.1,0.6,Normal
234100,3.64,3.78,28.5,1313,010,96.0,95.4,0.6,Normal
234200,3.65,3.06,37.7,1332,110,85.9,84.7,1.2,Warning
234300,3.55,4.96,32.6,1270,011,96.2,98.2,2.0,Warning
234400,3.38,3.45,36.3,1120,010,85.4,84.5,0.9,Normal
234500,3.71,2.48,19.8,1114,101,94.8,92.3,2.5,Warning
234600,3.55,4.09,23.8,1225,010,88.2,88.2,0.0,Normal
234700,3.51,1.68,32.6,1312,001,95.4,96.5,1.1,Warning
234800,3.67,2.54,37.8,1287,000,89.6,88.39999999999999,1.2,Warning
234900,3.56,2.39,24.3,1271,100,98.1,97.3,0.8,Normal
235000,3.71,2.73,28.1,1346,001,90.1,87.3,2.8,Warning
235100,3.66,4.13,32.0,1104,101,94.3,93.1,1.2,Warning
235200,3.67,2.94,22.7,1330,011,89.3,90.2,0.9,Normal
235300,3.46,4.18,32.6,1300,101,98.8,99.8,1.0,Normal
235400,3.72,3.31,16.6,1248,101,96.7,94.9,1.8,Warning
235500,3.63,2.37,32.5,1171,010,88.6,87.6,1.0,Normal
235600,3.56,4.24,25.0,1325,011,99.2,98.8,0.4,Normal
235700,3.61,1.95,27.8,1173,001,90.4,89.60000000000001,0.8,Normal
235800,3.42,1.9,33.3,1268,101,94.8,93.6,1.2,Warning
235900,3.64,3.02,32.2,1348,001,96.1,95.0,1.1,Warning
236000,3.5,2.04,30.0,1379,110,85.3,87.1,1.8,Warning
236100,3.46,1.04,34.8,1251,110,99.4,97.10000000000001,2.3,Warning
236200,3.45,3.59,21.5,1323,110,90.2,87.8,2.4,Warning
236300,3.71,3.04,31.0,1324,100,87.8,84.6,3.2,Fault
236400,3.54,2.78,26.0,1137,010,97.8,94.89999999999999,2.9,Warning
236500,3.75,4.87,34.6,1143,001,95.5,92.9,2.6,Warning
236600,3.55,3.28,33.4,1284,110,86.3,86.2,0.1,Normal
